"county","year","total_cases","total_deaths"
"Lapeer",2020,4334,108
"Lapeer",2021,16093,338
"Lapeer",2022,21122,427
"Laramie",2020,7045,62
"Laramie",2021,18648,231
"Laramie",2022,26292,290
"Lares",2020,746,0
"Lares",2021,1906,0
"Lares",2022,5066,0
"Larimer",2020,15232,147
"Larimer",2021,50188,400
"Larimer",2022,81210,505
"Larue",2020,816,4
"Larue",2021,2625,57
"Larue",2022,3741,73
"Las Animas",2020,512,6
"Las Animas",2021,2394,33
"Las Animas",2022,3635,43
"Las Marias",2020,178,0
"Las Marias",2021,481,0
"Las Marias",2022,1391,0
"Las Piedras",2020,1119,0
"Las Piedras",2021,3162,0
"Las Piedras",2022,6386,0
"Lassen",2020,4691,10
"Lassen",2021,8090,61
"Lassen",2022,10751,69
"Latah",2020,2154,6
"Latah",2021,4882,41
"Latah",2022,6801,49
"Latimer",2020,532,5
"Latimer",2021,1633,28
"Latimer",2022,2273,35
"Lauderdale",2020,14185,269
"Lauderdale",2021,34068,720
"Lauderdale",2022,50855,870
"Laurel",2020,3645,14
"Laurel",2021,14078,177
"Laurel",2022,20315,242
"Laurens",2020,7454,203
"Laurens",2021,22532,507
"Laurens",2022,32494,594
"Lavaca",2020,1691,53
"Lavaca",2021,3283,100
"Lavaca",2022,4271,120
"Lawrence",2020,27791,505
"Lawrence",2021,74444,1435
"Lawrence",2022,104521,1800
"Le Flore",2020,3590,30
"Le Flore",2021,8753,94
"Le Flore",2022,12521,107
"Le Sueur",2020,1950,15
"Le Sueur",2021,5074,41
"Le Sueur",2022,6586,51
"Lea",2020,6997,91
"Lea",2021,15625,289
"Lea",2022,20174,342
"Leake",2020,2069,57
"Leake",2021,4315,92
"Leake",2022,6427,120
"Leavenworth",2020,5118,38
"Leavenworth",2021,12255,148
"Leavenworth",2022,19619,183
"Lebanon",2020,8956,158
"Lebanon",2021,27560,400
"Lebanon",2022,37011,518
"Lee",2020,75680,1170
"Lee",2021,222142,3095
"Lee",2022,317632,3673
"Leelanau",2020,626,7
"Leelanau",2021,2509,41
"Leelanau",2022,3697,55
"Leflore",2020,2664,101
"Leflore",2021,5280,144
"Leflore",2022,7326,169
"Lehigh",2020,20674,511
"Lehigh",2021,64637,1047
"Lehigh",2022,91539,1246
"Lemhi",2020,462,9
"Lemhi",2021,1017,23
"Lemhi",2022,1261,25
"Lenawee",2020,5353,66
"Lenawee",2021,19188,261
"Lenawee",2022,26611,331
"Lenoir",2020,3239,70
"Lenoir",2021,10329,181
"Lenoir",2022,15839,220
"Leon",2020,20348,199
"Leon",2021,59206,605
"Leon",2022,89452,756
"Leslie",2020,471,1
"Leslie",2021,2451,37
"Leslie",2022,3723,49
"Letcher",2020,1027,3
"Letcher",2021,4515,86
"Letcher",2022,7140,114
"Levy",2020,1851,19
"Levy",2021,7276,114
"Levy",2022,10284,169
"Lewis",2020,6763,100
"Lewis",2021,28791,463
"Lewis",2022,41606,600
"Lewis and Clark",2020,4859,38
"Lewis and Clark",2021,12700,154
"Lewis and Clark",2022,17709,185
"Lexington",2020,16734,269
"Lexington",2021,59455,731
"Lexington",2022,96569,872
"Lexington city",2020,607,4
"Lexington city",2021,1739,38
"Lexington city",2022,2857,40
"Liberty",2020,7060,139
"Liberty",2021,23672,526
"Liberty",2022,33549,587
"Licking",2020,10528,120
"Licking",2021,31025,372
"Licking",2022,42276,475
"Limestone",2020,8162,86
"Limestone",2021,20849,340
"Limestone",2022,30165,417
"Lincoln",2020,44853,555
"Lincoln",2021,114790,1552
"Lincoln",2022,163107,1987
"Linn",2020,20293,292
"Linn",2021,57102,733
"Linn",2022,85769,944
"Lipscomb",2020,227,7
"Lipscomb",2021,496,12
"Lipscomb",2022,720,16
"Litchfield",2020,7476,225
"Litchfield",2021,22448,371
"Litchfield",2022,33423,461
"Little River",2020,827,39
"Little River",2021,2218,84
"Little River",2022,3281,104
"Live Oak",2020,852,13
"Live Oak",2021,1767,38
"Live Oak",2022,2153,42
"Livingston",2020,23220,311
"Livingston",2021,79425,1096
"Livingston",2022,114410,1341
"Llano",2020,666,12
"Llano",2021,2853,84
"Llano",2022,3933,97
"Logan",2020,16289,254
"Logan",2021,42948,777
"Logan",2022,63309,959
"Loiza",2020,778,0
"Loiza",2021,2159,0
"Loiza",2022,3826,0
"Long",2020,517,5
"Long",2021,1836,29
"Long",2022,2801,35
"Lonoke",2020,4235,81
"Lonoke",2021,13417,181
"Lonoke",2022,19951,243
"Lorain",2020,14786,162
"Lorain",2021,53732,729
"Lorain",2022,68382,981
"Los Alamos",2020,286,0
"Los Alamos",2021,1033,11
"Los Alamos",2022,2880,16
"Los Angeles",2020,790895,10552
"Los Angeles",2021,1697286,27637
"Los Angeles",2022,2908425,32022
"Loudon",2020,4210,37
"Loudon",2021,9928,146
"Loudon",2022,14571,192
"Loudoun",2020,14352,161
"Loudoun",2021,44607,314
"Loudoun",2022,71890,383
"Louisa",2020,2007,34
"Louisa",2021,6200,108
"Louisa",2022,9339,147
"Loup",2020,36,0
"Loup",2021,71,0
"Loup",2022,79,0
"Love",2020,906,6
"Love",2021,2075,30
"Love",2022,3109,39
"Loving",2020,1,0
"Loving",2021,22,0
"Loving",2022,196,1
"Lowndes",2020,14180,260
"Lowndes",2021,36178,596
"Lowndes",2022,51331,707
"Lubbock",2020,42134,571
"Lubbock",2021,71724,1099
"Lubbock",2022,93789,1329
"Lucas",2020,26389,549
"Lucas",2021,73324,1116
"Lucas",2022,105197,1452
"Luce",2020,976,0
"Luce",2021,1898,6
"Luce",2022,2306,14
"Lumpkin",2020,1984,23
"Lumpkin",2021,5328,111
"Lumpkin",2022,7258,132
"Luna",2020,2370,43
"Luna",2021,4906,106
"Luna",2022,6725,129
"Lunenburg",2020,350,3
"Lunenburg",2021,1311,23
"Lunenburg",2022,2460,39
"Luquillo",2020,509,0
"Luquillo",2021,1597,0
"Luquillo",2022,2927,0
"Luzerne",2020,17598,468
"Luzerne",2021,53983,1071
"Luzerne",2022,75379,1366
"Lycoming",2020,6097,124
"Lycoming",2021,21841,443
"Lycoming",2022,28894,522
"Lyman",2020,520,9
"Lyman",2021,900,12
"Lyman",2022,1205,12
"Lynchburg city",2020,4311,53
"Lynchburg city",2021,13205,216
"Lynchburg city",2022,19760,267
"Lynn",2020,517,13
"Lynn",2021,946,29
"Lynn",2022,1556,38
"Lyon",2020,9994,162
"Lyon",2021,24098,375
"Lyon",2022,32978,454
"Mackinac",2020,380,2
"Mackinac",2021,1702,19
"Mackinac",2022,2479,31
"Macomb",2020,49744,1606
"Macomb",2021,166010,3220
"Macomb",2022,238947,3970
"Macon",2020,14357,280
"Macon",2021,37818,641
"Macon",2022,57257,813
"Macoupin",2020,3273,79
"Macoupin",2021,8541,150
"Macoupin",2022,12975,171
"Madera",2020,10609,117
"Madera",2021,27347,324
"Madera",2022,43685,365
"Madison",2020,98863,1381
"Madison",2021,245211,3653
"Madison",2022,363605,4525
"Magoffin",2020,701,1
"Magoffin",2021,2632,35
"Magoffin",2022,3950,51
"Mahaska",2020,1749,34
"Mahaska",2021,4032,69
"Mahaska",2022,4934,87
"Mahnomen",2020,396,7
"Mahnomen",2021,1160,16
"Mahnomen",2022,1803,18
"Mahoning",2020,14800,315
"Mahoning",2021,41554,875
"Mahoning",2022,54021,1089
"Major",2020,716,4
"Major",2021,1467,34
"Major",2022,2461,41
"Malheur",2020,2914,50
"Malheur",2021,6040,94
"Malheur",2022,8251,108
"Manassas Park city",2020,941,8
"Manassas Park city",2021,1319,16
"Manassas Park city",2022,3828,27
"Manassas city",2020,2928,29
"Manassas city",2021,6346,57
"Manassas city",2022,9281,71
"Manatee",2020,22332,433
"Manatee",2021,69705,1227
"Manatee",2022,96960,1434
"Manati",2020,1356,0
"Manati",2021,3378,0
"Manati",2022,7181,0
"Manistee",2020,609,15
"Manistee",2021,3304,64
"Manistee",2022,4550,91
"Manitowoc",2020,6980,57
"Manitowoc",2021,15617,139
"Manitowoc",2022,20803,189
"Marathon",2020,13133,183
"Marathon",2021,28744,391
"Marathon",2022,40330,491
"Marengo",2020,1812,26
"Marengo",2021,3509,93
"Marengo",2022,5196,108
"Maricao",2020,100,0
"Maricao",2021,258,0
"Maricao",2022,713,0
"Maricopa",2020,325404,5196
"Maricopa",2021,877142,13737
"Maricopa",2022,1283590,17326
"Maries",2020,469,6
"Maries",2021,1178,22
"Maries",2022,1606,39
"Marin",2020,9902,139
"Marin",2021,21211,249
"Marin",2022,38685,293
"Marinette",2020,3874,45
"Marinette",2021,8933,95
"Marinette",2022,11760,127
"Marion",2020,132004,2458
"Marion",2021,344306,6287
"Marion",2022,494214,7641
"Mariposa",2020,255,4
"Mariposa",2021,1736,18
"Mariposa",2022,3145,35
"Marlboro",2020,1916,27
"Marlboro",2021,5198,86
"Marlboro",2022,7880,105
"Marquette",2020,5715,73
"Marquette",2021,13002,137
"Marquette",2022,20149,192
"Marshall",2020,30809,438
"Marshall",2021,72012,1174
"Marshall",2022,100102,1425
"Martin",2020,12533,297
"Martin",2021,35255,734
"Martin",2022,49405,874
"Martinsville city",2020,1014,27
"Martinsville city",2021,2391,100
"Martinsville city",2022,3478,124
"Mason",2020,5740,107
"Mason",2021,22404,371
"Mason",2022,36021,506
"Massac",2020,893,28
"Massac",2021,2631,61
"Massac",2022,3887,71
"Matagorda",2020,1917,64
"Matagorda",2021,6310,162
"Matagorda",2022,8374,175
"Matanuska-Susitna Borough",2020,6353,16
"Matanuska-Susitna Borough",2021,25091,173
"Matanuska-Susitna Borough",2022,34981,236
"Mathews",2020,312,4
"Mathews",2021,1014,24
"Mathews",2022,1524,27
"Maui",2020,1431,17
"Maui",2021,12755,107
"Maui",2022,32000,140
"Maunabo",2020,282,0
"Maunabo",2021,729,0
"Maunabo",2022,1650,0
"Maury",2020,9248,104
"Maury",2021,20925,272
"Maury",2022,29162,345
"Maverick",2020,6437,192
"Maverick",2021,13346,416
"Maverick",2022,20872,469
"Mayaguez",2020,1574,0
"Mayaguez",2021,5653,0
"Mayaguez",2022,11801,0
"Mayes",2020,2565,24
"Mayes",2021,7280,133
"Mayes",2022,10399,163
"McClain",2020,3561,28
"McClain",2021,8112,107
"McClain",2022,11773,137
"McCone",2020,143,0
"McCone",2021,317,8
"McCone",2022,383,9
"McCook",2020,683,22
"McCook",2021,1101,30
"McCook",2022,1348,31
"McCormick",2020,473,9
"McCormick",2021,1486,30
"McCormick",2022,2244,40
"McCracken",2020,4265,41
"McCracken",2021,11797,202
"McCracken",2022,18502,263
"McCreary",2020,1164,8
"McCreary",2021,4151,68
"McCreary",2022,5727,82
"McCulloch",2020,448,12
"McCulloch",2021,980,40
"McCulloch",2022,1308,47
"McCurtain",2020,2937,52
"McCurtain",2021,5944,139
"McCurtain",2022,8117,166
"McDonald",2020,2022,27
"McDonald",2021,4306,64
"McDonald",2022,5813,73
"McDonough",2020,1978,46
"McDonough",2021,4742,84
"McDonough",2022,7303,105
"McDowell",2020,4058,44
"McDowell",2021,12883,195
"McDowell",2022,19517,251
"McDuffie",2020,1370,26
"McDuffie",2021,3828,79
"McDuffie",2022,5082,98
"McHenry",2020,19662,236
"McHenry",2021,47978,421
"McHenry",2022,80507,542
"McIntosh",2020,2154,35
"McIntosh",2021,5374,148
"McIntosh",2022,8021,170
"McKean",2020,1733,23
"McKean",2021,6340,114
"McKean",2022,8298,141
"McKenzie",2020,1029,11
"McKenzie",2021,2688,23
"McKenzie",2022,3272,25
"McKinley",2020,9881,344
"McKinley",2021,17533,535
"McKinley",2022,26007,589
"McLean",2020,13298,163
"McLean",2021,34195,367
"McLean",2022,57706,432
"McLennan",2020,19026,284
"McLennan",2021,44547,770
"McLennan",2022,60473,902
"McLeod",2020,3073,39
"McLeod",2021,7909,92
"McLeod",2022,10753,108
"McMinn",2020,4352,66
"McMinn",2021,11183,196
"McMinn",2022,16701,260
"McMullen",2020,64,1
"McMullen",2021,119,8
"McMullen",2022,169,9
"McNairy",2020,2045,38
"McNairy",2021,5010,86
"McNairy",2022,7662,120
"McPherson",2020,2587,27
"McPherson",2021,5985,111
"McPherson",2022,8438,136
"Meade",2020,3764,32
"Meade",2021,9900,121
"Meade",2022,14084,150
"Meagher",2020,111,7
"Meagher",2021,281,9
"Meagher",2022,412,10
"Mecklenburg",2020,65491,612
"Mecklenburg",2021,185292,1412
"Mecklenburg",2022,291203,1744
"Mecosta",2020,1651,14
"Mecosta",2021,6390,85
"Mecosta",2022,8784,108
"Medina",2020,12061,169
"Medina",2021,39205,567
"Medina",2022,51109,706
"Meeker",2020,1879,32
"Meeker",2021,4742,67
"Meeker",2022,5998,75
"Meigs",2020,1813,30
"Meigs",2021,5667,113
"Meigs",2022,8080,146
"Mellette",2020,215,2
"Mellette",2021,374,4
"Mellette",2022,527,8
"Menard",2020,899,12
"Menard",2021,2627,30
"Menard",2022,4073,36
"Mendocino",2020,2558,26
"Mendocino",2021,9121,105
"Mendocino",2022,16568,124
"Menifee",2020,215,1
"Menifee",2021,1091,26
"Menifee",2022,1706,32
"Menominee",2020,2407,35
"Menominee",2021,5262,71
"Menominee",2022,7680,84
"Merced",2020,19444,260
"Merced",2021,47170,699
"Merced",2022,72959,823
"Mercer",2020,35351,1045
"Mercer",2021,99489,1980
"Mercer",2022,146261,2360
"Meriwether",2020,1119,20
"Meriwether",2021,3376,121
"Meriwether",2022,4487,145
"Merrick",2020,594,11
"Merrick",2021,1289,15
"Merrick",2022,1719,17
"Merrimack",2020,4793,64
"Merrimack",2021,20874,168
"Merrimack",2022,33415,230
"Mesa",2020,9239,139
"Mesa",2021,30474,469
"Mesa",2022,43093,565
"Metcalfe",2020,601,9
"Metcalfe",2021,2205,50
"Metcalfe",2022,2875,64
"Miami",2020,12224,120
"Miami",2021,31953,575
"Miami",2022,43066,735
"Miami-Dade",2020,298872,4188
"Miami-Dade",2021,847746,9260
"Miami-Dade",2022,1209302,10921
"Middlesex",2020,127947,4661
"Middlesex",2021,372610,7135
"Middlesex",2022,588318,7404
"Midland",2020,15517,229
"Midland",2021,43829,593
"Midland",2022,60338,722
"Mifflin",2020,3462,120
"Mifflin",2021,9288,238
"Mifflin",2022,12348,276
"Milam",2020,1469,12
"Milam",2021,3892,91
"Milam",2022,4950,102
"Millard",2020,1003,2
"Millard",2021,2459,31
"Millard",2022,3274,35
"Mille Lacs",2020,2028,43
"Mille Lacs",2021,5826,93
"Mille Lacs",2022,7356,114
"Miller",2020,5380,69
"Miller",2021,12805,279
"Miller",2022,17442,334
"Mills",2020,1563,27
"Mills",2021,3461,58
"Mills",2022,4840,78
"Milwaukee",2020,92090,1003
"Milwaukee",2021,186450,1811
"Milwaukee",2022,277430,2292
"Miner",2020,225,6
"Miner",2021,384,12
"Miner",2022,457,13
"Mineral",2020,2542,71
"Mineral",2021,6983,166
"Mineral",2022,10522,192
"Mingo",2020,1458,20
"Mingo",2021,5389,98
"Mingo",2022,7968,123
"Minidoka",2020,2062,23
"Minidoka",2021,3313,53
"Minidoka",2022,4235,64
"Minnehaha",2020,24977,264
"Minnehaha",2021,43580,433
"Minnehaha",2022,57428,519
"Missaukee",2020,481,8
"Missaukee",2021,2241,46
"Missaukee",2022,2946,60
"Mississippi",2020,5550,111
"Mississippi",2021,12046,207
"Mississippi",2022,17129,269
"Missoula",2020,6390,54
"Missoula",2021,18124,192
"Missoula",2022,27678,209
"Mitchell",2020,4202,102
"Mitchell",2021,9997,233
"Mitchell",2022,14540,274
"Mobile",2020,26151,508
"Mobile",2021,78903,1394
"Mobile",2022,113300,1653
"Moca",2020,1133,0
"Moca",2021,3104,0
"Moca",2022,7148,0
"Modoc",2020,323,1
"Modoc",2021,1116,11
"Modoc",2022,1000,8
"Moffat",2020,543,20
"Moffat",2021,2275,48
"Moffat",2022,3062,52
"Mohave",2020,12892,349
"Mohave",2021,39203,1183
"Mohave",2022,57631,1454
"Moniteau",2020,1510,17
"Moniteau",2021,2979,46
"Moniteau",2022,3838,57
"Monmouth",2020,32442,1049
"Monmouth",2021,122843,1820
"Monmouth",2022,172251,2180
"Mono",2020,868,4
"Mono",2021,2122,4
"Mono",2022,3144,6
"Monona",2020,549,16
"Monona",2021,1339,41
"Monona",2022,1723,48
"Monongalia",2020,5427,31
"Monongalia",2021,15710,158
"Monongalia",2022,25092,196
"Monroe",2020,81165,1459
"Monroe",2021,252598,3519
"Monroe",2022,363976,4255
"Montague",2020,1426,38
"Montague",2021,3288,99
"Montague",2022,4694,129
"Montcalm",2020,3205,65
"Montcalm",2021,13737,171
"Montcalm",2022,17350,216
"Monterey",2020,28064,196
"Monterey",2021,55161,649
"Monterey",2022,95140,744
"Montezuma",2020,1242,16
"Montezuma",2021,4231,54
"Montezuma",2022,6229,81
"Montgomery",2020,194075,3617
"Montgomery",2021,533721,8743
"Montgomery",2022,800534,10534
"Montmorency",2020,286,9
"Montmorency",2021,1342,41
"Montmorency",2022,1750,48
"Montour",2020,1166,25
"Montour",2021,3311,81
"Montour",2022,4637,93
"Montrose",2020,2134,31
"Montrose",2021,7030,144
"Montrose",2022,9398,160
"Moody",2020,535,14
"Moody",2021,981,25
"Moody",2022,1386,28
"Moore",2020,7641,131
"Moore",2021,20542,382
"Moore",2022,32438,475
"Mora",2020,123,3
"Mora",2021,472,14
"Mora",2022,772,18
"Morehouse",2020,2133,46
"Morehouse",2021,4800,118
"Morehouse",2022,6871,134
"Morgan",2020,27250,422
"Morgan",2021,67188,1207
"Morgan",2022,98897,1531
"Morovis",2020,1095,0
"Morovis",2021,2624,0
"Morovis",2022,5624,0
"Morrill",2020,408,12
"Morrill",2021,946,16
"Morrill",2022,1144,21
"Morris",2020,21469,980
"Morris",2021,84488,1429
"Morris",2022,130013,1651
"Morrison",2020,2914,43
"Morrison",2021,7172,87
"Morrison",2022,9262,105
"Morrow",2020,2659,12
"Morrow",2021,7952,97
"Morrow",2022,10825,137
"Morton",2020,4839,98
"Morton",2021,9076,141
"Morton",2022,11895,153
"Motley",2020,73,5
"Motley",2021,181,9
"Motley",2022,286,13
"Moultrie",2020,1260,27
"Moultrie",2021,2946,47
"Moultrie",2022,4100,52
"Mountrail",2020,1196,15
"Mountrail",2021,2282,32
"Mountrail",2022,3254,37
"Mower",2020,3321,25
"Mower",2021,7941,55
"Mower",2022,12083,74
"Muhlenberg",2020,2027,38
"Muhlenberg",2021,6426,101
"Muhlenberg",2022,10190,121
"Multnomah",2020,25590,400
"Multnomah",2021,65814,902
"Multnomah",2022,123906,1207
"Murray",2020,4995,56
"Murray",2021,12604,222
"Murray",2022,17756,281
"Muscatine",2020,3584,75
"Muscatine",2021,7277,119
"Muscatine",2022,9699,131
"Muscogee",2020,9907,209
"Muscogee",2021,26670,677
"Muscogee",2022,38349,823
"Muskegon",2020,11067,269
"Muskegon",2021,31612,528
"Muskegon",2022,42498,650
"Muskingum",2020,5400,27
"Muskingum",2021,18441,229
"Muskingum",2022,25481,294
"Muskogee",2020,6526,48
"Muskogee",2021,14243,279
"Muskogee",2022,19987,348
"Musselshell",2020,264,7
"Musselshell",2021,767,26
"Musselshell",2022,917,31
"Nacogdoches",2020,3029,96
"Nacogdoches",2021,8261,239
"Nacogdoches",2022,12413,258
"Naguabo",2020,641,0
"Naguabo",2021,1864,0
"Naguabo",2022,3931,0
"Nance",2020,349,9
"Nance",2021,615,10
"Nance",2022,775,12
"Nantucket",2020,748,2
"Nantucket",2021,2325,0
"Nantucket",2022,3481,0
"Napa",2020,5802,29
"Napa",2021,14600,107
"Napa",2022,27765,143
"Naranjito",2020,1325,0
"Naranjito",2021,3318,0
"Naranjito",2022,5810,0
"Nash",2020,6081,120
"Nash",2021,17004,245
"Nash",2022,26558,309
"Nassau",2020,94235,2467
"Nassau",2021,318170,3661
"Nassau",2022,447335,4147
"Natchitoches",2020,2840,58
"Natchitoches",2021,7222,139
"Natchitoches",2022,10162,167
"Natrona",2020,6479,92
"Natrona",2021,16785,235
"Natrona",2022,22380,273
"Navajo",2020,11559,347
"Navajo",2021,27125,750
"Navajo",2022,38394,909
"Navarro",2020,4026,62
"Navarro",2021,9247,195
"Navarro",2022,12469,222
"Nelson",2020,3622,32
"Nelson",2021,11982,150
"Nelson",2022,17864,207
"Nemaha",2020,1835,59
"Nemaha",2021,3605,74
"Nemaha",2022,4583,80
"Neosho",2020,1229,14
"Neosho",2021,3384,55
"Neosho",2022,5168,66
"Neshoba",2020,3032,142
"Neshoba",2021,6976,210
"Neshoba",2022,10622,241
"Ness",2020,323,15
"Ness",2021,590,17
"Ness",2022,780,18
"Nevada",2020,3217,70
"Nevada",2021,12179,152
"Nevada",2022,19691,173
"New Castle",2020,33433,464
"New Castle",2021,104426,1112
"New Castle",2022,151392,1424
"New Hanover",2020,9597,89
"New Hanover",2021,31696,300
"New Hanover",2022,51432,394
"New Haven",2020,47375,1529
"New Haven",2021,133669,2342
"New Haven",2022,205522,2839
"New Kent",2020,660,5
"New Kent",2021,2956,28
"New Kent",2022,4742,32
"New London",2020,10618,245
"New London",2021,36134,522
"New London",2022,58138,662
"New Madrid",2020,1624,31
"New Madrid",2021,3541,71
"New Madrid",2022,5036,86
"New York City",2020,436692,25186
"New York City",2021,1594682,35402
"New York City",2022,2422658,40267
"Newaygo",2020,2253,33
"Newaygo",2021,8839,129
"Newaygo",2022,11622,158
"Newberry",2020,2822,71
"Newberry",2021,8159,153
"Newberry",2022,13355,195
"Newport",2020,2595,9
"Newport",2021,11558,59
"Newport",2022,21237,94
"Newport News city",2020,6060,70
"Newport News city",2021,23673,320
"Newport News city",2022,37189,404
"Newton",2020,12930,269
"Newton",2021,36270,782
"Newton",2022,48303,937
"Nez Perce",2020,3027,45
"Nez Perce",2021,6612,113
"Nez Perce",2022,8969,148
"Niagara",2020,8745,180
"Niagara",2021,34866,473
"Niagara",2022,51069,585
"Nicholas",2020,962,11
"Nicholas",2021,6252,103
"Nicholas",2022,9483,128
"Nicollet",2020,2073,32
"Nicollet",2021,5724,62
"Nicollet",2022,8305,66
"Niobrara",2020,140,2
"Niobrara",2021,501,8
"Niobrara",2022,694,10
"Noble",2020,6076,96
"Noble",2021,14653,224
"Noble",2022,19409,254
"Nobles",2020,3530,46
"Nobles",2021,5469,56
"Nobles",2022,6980,60
"Nodaway",2020,2348,19
"Nodaway",2021,4383,39
"Nodaway",2022,6089,44
"Nolan",2020,1248,29
"Nolan",2021,2561,85
"Nolan",2022,3065,99
"Nome Census Area",2020,275,0
"Nome Census Area",2021,2381,3
"Nome Census Area",2022,6245,5
"Norfolk",2020,27296,1302
"Norfolk",2021,86849,1954
"Norfolk",2022,141128,1901
"Norfolk city",2020,8978,108
"Norfolk city",2021,27953,370
"Norfolk city",2022,43091,476
"Norman",2020,410,8
"Norman",2021,1094,10
"Norman",2022,1535,14
"North Slope Borough",2020,798,2
"North Slope Borough",2021,2918,9
"North Slope Borough",2022,4468,11
"Northampton",2020,18444,494
"Northampton",2021,63596,997
"Northampton",2022,88266,1246
"Northumberland",2020,5494,245
"Northumberland",2021,18573,510
"Northumberland",2022,25388,580
"Northwest Arctic Borough",2020,401,0
"Northwest Arctic Borough",2021,2403,9
"Northwest Arctic Borough",2022,4837,13
"Norton",2020,1184,25
"Norton",2021,1679,35
"Norton",2022,2153,37
"Norton city",2020,169,1
"Norton city",2021,768,20
"Norton city",2022,1310,22
"Nottoway",2020,1176,24
"Nottoway",2021,2871,71
"Nottoway",2022,4300,92
"Nowata",2020,681,9
"Nowata",2021,1956,33
"Nowata",2022,2785,40
"Noxubee",2020,959,20
"Noxubee",2021,1937,44
"Noxubee",2022,2730,48
"Nuckolls",2020,299,1
"Nuckolls",2021,736,13
"Nuckolls",2022,979,13
"Nueces",2020,28884,548
"Nueces",2021,63995,1312
"Nueces",2022,93429,1494
"Nye",2020,1994,46
"Nye",2021,5338,200
"Nye",2022,7514,241
"O'Brien",2020,1591,53
"O'Brien",2021,2688,67
"O'Brien",2022,3457,71
"Oakland",2020,61195,1636
"Oakland",2021,199302,3116
"Oakland",2022,300744,3851
"Obion",2020,3642,71
"Obion",2021,7383,147
"Obion",2022,10786,195
"Ocean",2020,32954,1381
"Ocean",2021,122148,2478
"Ocean",2022,168238,2975
"Oceana",2020,1605,43
"Oceana",2021,4925,84
"Oceana",2022,6422,90
"Ochiltree",2020,912,17
"Ochiltree",2021,1708,39
"Ochiltree",2022,2424,48
"Oconee",2020,7618,104
"Oconee",2021,23371,345
"Oconee",2022,33168,449
"Oconto",2020,4116,42
"Oconto",2021,8852,88
"Oconto",2022,11522,121
"Ogemaw",2020,921,30
"Ogemaw",2021,3327,81
"Ogemaw",2022,4372,106
"Oglala Lakota",2020,1927,35
"Oglala Lakota",2021,2671,55
"Oglala Lakota",2022,3952,62
"Ogle",2020,4102,65
"Ogle",2021,10004,118
"Ogle",2022,14285,136
"Oglethorpe",2020,905,14
"Oglethorpe",2021,2416,44
"Oglethorpe",2022,3250,58
"Ohio",2020,4448,74
"Ohio",2021,13432,235
"Ohio",2022,20106,289
"Okaloosa",2020,12856,231
"Okaloosa",2021,36157,581
"Okaloosa",2022,51630,688
"Okanogan",2020,1757,32
"Okanogan",2021,5767,106
"Okanogan",2022,8660,125
"Okeechobee",2020,2430,51
"Okeechobee",2021,7685,163
"Okeechobee",2022,10649,183
"Okfuskee",2020,1414,15
"Okfuskee",2021,2503,49
"Okfuskee",2022,3533,62
"Oklahoma",2020,57993,441
"Oklahoma",2021,130316,1983
"Oklahoma",2022,199990,2467
"Okmulgee",2020,2600,27
"Okmulgee",2021,6606,153
"Okmulgee",2022,9686,188
"Oktibbeha",2020,3453,76
"Oktibbeha",2021,7463,141
"Oktibbeha",2022,11127,162
"Oldham",2020,3886,50
"Oldham",2021,12167,118
"Oldham",2022,19080,151
"Oliver",2020,149,2
"Oliver",2021,258,4
"Oliver",2022,329,5
"Olmsted",2020,9309,61
"Olmsted",2021,25067,139
"Olmsted",2022,43593,185
"Oneida",2020,15570,305
"Oneida",2021,46732,826
"Oneida",2022,67772,953
"Onondaga",2020,21508,432
"Onondaga",2021,72173,885
"Onondaga",2022,121727,1073
"Onslow",2020,8730,66
"Onslow",2021,32014,280
"Onslow",2022,52306,376
"Ontario",2020,3365,62
"Ontario",2021,14302,144
"Ontario",2022,21586,180
"Ontonagon",2020,306,16
"Ontonagon",2021,752,27
"Ontonagon",2022,1008,38
"Orange",2020,279244,3322
"Orange",2021,736065,9593
"Orange",2022,1154198,11497
"Orangeburg",2020,5105,147
"Orangeburg",2021,15642,341
"Orangeburg",2022,23425,420
"Oregon",2020,542,3
"Oregon",2021,1562,27
"Oregon",2022,2024,33
"Orleans",2020,22470,747
"Orleans",2021,66361,1142
"Orleans",2022,106054,1264
"Orocovis",2020,671,0
"Orocovis",2021,1661,0
"Orocovis",2022,3471,0
"Osage",2020,5058,40
"Osage",2021,12644,215
"Osage",2022,18141,262
"Osborne",2020,195,0
"Osborne",2021,580,15
"Osborne",2022,803,17
"Osceola",2020,26799,314
"Osceola",2021,86145,1015
"Osceola",2022,121789,1249
"Oscoda",2020,308,15
"Oscoda",2021,1172,51
"Oscoda",2022,1450,56
"Oswego",2020,3510,39
"Oswego",2021,17454,148
"Oswego",2022,28826,194
"Otero",2020,4901,77
"Otero",2021,14286,261
"Otero",2022,19935,317
"Otoe",2020,1014,2
"Otoe",2021,2474,16
"Otoe",2022,3353,19
"Otsego",2020,2255,38
"Otsego",2021,10993,152
"Otsego",2022,16446,189
"Ottawa",2020,24221,334
"Ottawa",2021,69611,881
"Ottawa",2022,95309,1067
"Otter Tail",2020,4216,50
"Otter Tail",2021,10556,144
"Otter Tail",2022,13763,167
"Ouachita",2020,15344,313
"Ouachita",2021,37730,699
"Ouachita",2022,56253,858
"Ouray",2020,155,3
"Ouray",2021,611,6
"Ouray",2022,884,6
"Outagamie",2020,17622,161
